corridor,state,slope_angle_deg,elevation_m,geology,rainfall_24h_mm,rainfall_72h_accum_mm,soil_saturation_pct,road_curvature_index,drainage_capacity_score,vegetation_loss_index,historical_landslides,heavy_truck_intensity,disruption_prob,disruption_occurred,hazard_type,clearance_time_hours
NH-27,Assam,11.71,183.0,Alluvial Silt,76.2,245.79,88.8,6.0,2.9,0.229,1,723,0.7736,1,Tree Fall & Rock Obstruction,0.6
NH-715,Assam,8.0,339.0,Sandstone-Siltstone,2.89,14.09,15.6,5.4,5.1,0.223,1,1922,0.01,0,None,0.0
NH-27,Assam,10.94,50.0,Fractured Shale,119.11,251.48,50.5,5.3,1.5,0.604,3,1004,0.9866,1,Flash Flood & Highway Waterlogging,5.1
NH-102,Manipur,32.41,477.1,Alluvial Silt,0.14,19.98,36.5,3.5,6.3,0.05,1,885,0.0543,0,None,0.0
NH-27,Assam,13.57,281.5,Gneiss-Schist,17.82,55.34,16.3,4.8,6.1,0.425,0,946,0.01,0,None,0.0
NH-102,Manipur,21.83,1056.9,Sandstone-Siltstone,11.92,39.99,26.6,7.9,4.5,0.241,0,776,0.013,0,None,0.0
NH-13,Arunachal Pradesh,51.46,1967.3,Fractured Shale,6.01,15.51,26.8,6.6,3.6,0.602,2,1218,0.6946,0,None,0.0
NH-10,Sikkim,38.23,1309.3,Gneiss-Schist,16.06,33.1,19.5,1.0,5.6,0.526,6,988,0.4921,0,None,0.0
NH-102,Manipur,26.72,527.6,Fractured Shale,6.36,39.32,23.9,6.0,7.4,0.77,0,660,0.0133,0,None,0.0
NH-29,Nagaland,46.67,2479.3,Gneiss-Schist,0.74,18.91,16.6,7.3,1.0,0.594,2,1857,0.5254,1,Tree Fall & Rock Obstruction,0.7
NH-10,Sikkim,58.09,1593.5,Sandstone-Siltstone,200.13,603.08,99.0,3.7,6.3,0.157,6,1406,0.99,1,Major Landslide / Rockfall,16.9
NH-208,Tripura,18.33,306.7,Gneiss-Schist,5.24,25.07,36.3,3.2,4.5,0.636,0,1503,0.0164,0,None,0.0
NH-13,Arunachal Pradesh,44.69,2222.7,Sandstone-Siltstone,26.2,83.57,39.0,6.3,3.8,0.286,3,1330,0.8166,1,Tree Fall & Rock Obstruction,0.4
NH-27,Assam,13.23,50.0,Gneiss-Schist,3.4,30.38,25.0,6.5,4.2,0.052,1,1527,0.01,0,None,0.0
NH-102,Manipur,38.1,556.9,Fractured Shale,63.03,186.2,42.0,3.1,2.3,0.37,4,854,0.99,1,Major Landslide / Rockfall,13.9
NH-715,Assam,19.04,60.9,Gneiss-Schist,67.02,177.44,34.8,7.2,1.1,0.736,1,1560,0.7424,0,None,0.0
NH-29,Nagaland,59.83,1242.1,Fractured Shale,32.26,131.39,42.5,6.0,6.3,0.342,5,1177,0.99,1,Road Subsidence & Edge Collapse,23.4
NH-6,Meghalaya,33.35,1159.6,Sandstone-Siltstone,18.47,62.44,32.7,4.0,6.3,0.539,0,1264,0.1397,0,None,0.0
NH-208,Tripura,19.64,50.0,Sandstone-Siltstone,41.41,147.81,18.6,5.6,5.1,0.352,0,1527,0.1143,0,None,0.0
NH-6,Meghalaya,48.07,1474.9,Gneiss-Schist,11.08,54.55,13.4,7.2,7.1,0.273,3,1392,0.4694,1,Tree Fall & Rock Obstruction,0.7
NH-10,Sikkim,54.66,1086.9,Gneiss-Schist,150.6,291.28,68.6,3.5,7.3,0.438,5,1907,0.99,1,Major Landslide / Rockfall,13.6
NH-27,Assam,8.0,240.5,Gneiss-Schist,116.79,382.66,77.3,4.0,6.4,0.62,0,1526,0.9743,1,Flash Flood & Highway Waterlogging,4.8
NH-715,Assam,14.98,232.1,Fractured Shale,66.11,222.83,58.2,10.0,6.8,0.432,0,1128,0.4891,0,None,0.0
NH-6,Meghalaya,47.65,1468.8,Sandstone-Siltstone,1.93,21.46,15.7,7.2,7.3,0.477,4,1519,0.4013,0,None,0.0
NH-10,Sikkim,63.79,1997.8,Fractured Shale,5.51,29.61,25.3,6.0,5.9,0.399,2,553,0.9098,1,Tree Fall & Rock Obstruction,4.3
NH-13,Arunachal Pradesh,54.57,2447.1,Sandstone-Siltstone,16.3,52.11,39.8,2.0,4.5,0.537,5,1392,0.9518,1,Road Subsidence & Edge Collapse,20.2
NH-10,Sikkim,42.61,821.8,Gneiss-Schist,82.02,224.23,42.2,4.1,4.8,0.077,4,1523,0.99,1,Major Landslide / Rockfall,16.4
NH-208,Tripura,11.44,257.6,Fractured Shale,12.56,50.31,25.4,7.1,4.7,0.086,0,865,0.01,0,None,0.0
NH-715,Assam,29.42,78.8,Sandstone-Siltstone,5.15,51.89,46.2,1.3,2.7,0.231,1,1440,0.0973,0,None,0.0
NH-715,Assam,19.74,50.0,Alluvial Silt,11.13,31.77,16.6,8.1,6.2,0.436,1,1186,0.0236,0,None,0.0
NH-10,Sikkim,39.49,773.5,Gneiss-Schist,2.47,16.89,10.3,3.0,4.6,0.629,1,1767,0.1468,0,None,0.0
NH-208,Tripura,16.68,256.0,Gneiss-Schist,13.91,74.71,36.9,7.7,7.2,0.293,0,1402,0.0142,0,None,0.0
NH-10,Sikkim,47.02,1409.3,Alluvial Silt,186.01,456.59,95.8,9.2,3.2,0.06,4,1146,0.99,1,Major Landslide / Rockfall,5.0
NH-715,Assam,18.53,50.0,Sandstone-Siltstone,2.04,38.99,33.4,7.8,8.9,0.368,0,1431,0.01,0,None,0.0
NH-715,Assam,9.15,386.1,Gneiss-Schist,16.48,64.43,20.8,4.9,3.3,0.344,0,1019,0.01,0,None,0.0
NH-29,Nagaland,38.01,1585.5,Fractured Shale,1.0,35.7,27.4,6.8,2.3,0.152,4,1198,0.24,1,Road Subsidence & Edge Collapse,23.1
NH-10,Sikkim,34.26,1558.8,Fractured Shale,190.03,427.09,86.8,7.5,5.8,0.268,2,1663,0.99,1,Mudslide & Debris Flow,7.5
NH-102,Manipur,38.76,1276.9,Fractured Shale,90.48,293.48,68.7,5.5,7.2,0.191,4,953,0.99,1,Major Landslide / Rockfall,18.3
NH-10,Sikkim,42.78,1152.5,Fractured Shale,82.2,222.59,53.4,4.9,5.1,0.706,2,1158,0.99,1,Major Landslide / Rockfall,35.5
NH-715,Assam,18.03,585.7,Sandstone-Siltstone,48.85,117.39,49.0,8.0,5.2,0.374,1,1282,0.1746,1,Tree Fall & Rock Obstruction,4.8
NH-29,Nagaland,51.24,1162.8,Fractured Shale,57.15,136.74,40.4,6.1,4.0,0.742,2,1851,0.99,1,Tree Fall & Rock Obstruction,2.1
NH-29,Nagaland,43.43,2217.1,Limestone Karst,0.24,14.03,5.0,4.0,3.2,0.296,3,879,0.3023,0,None,0.0
NH-13,Arunachal Pradesh,49.27,1936.4,Alluvial Silt,105.1,232.76,45.7,3.8,4.8,0.779,6,1327,0.99,1,Major Landslide / Rockfall,27.5
NH-208,Tripura,19.26,105.6,Limestone Karst,5.72,53.62,27.5,6.6,3.7,0.192,2,1859,0.0656,0,None,0.0
NH-27,Assam,12.41,50.0,Alluvial Silt,1.79,43.56,14.1,4.9,6.7,0.526,1,867,0.01,0,None,0.0
NH-6,Meghalaya,46.1,1287.0,Limestone Karst,16.39,58.23,29.7,7.3,7.4,0.618,6,596,0.7366,1,Road Subsidence & Edge Collapse,18.4
NH-6,Meghalaya,40.02,2277.1,Sandstone-Siltstone,1.43,41.79,12.6,6.3,2.9,0.162,2,2104,0.1744,0,None,0.0
NH-10,Sikkim,41.46,1061.2,Sandstone-Siltstone,8.89,58.02,22.8,4.1,1.6,0.447,3,184,0.5881,0,None,0.0
NH-13,Arunachal Pradesh,56.81,2455.3,Fractured Shale,28.11,79.95,20.3,4.5,7.6,0.453,6,2028,0.9825,1,Road Subsidence & Edge Collapse,21.5
NH-10,Sikkim,53.0,1129.4,Gneiss-Schist,26.78,89.54,30.4,3.4,3.4,0.407,1,1536,0.8912,0,None,0.0
NH-6,Meghalaya,29.3,1681.0,Gneiss-Schist,166.58,363.57,68.4,7.1,2.4,0.34,1,702,0.99,1,Tree Fall & Rock Obstruction,4.2
NH-208,Tripura,27.96,50.0,Sandstone-Siltstone,56.65,160.01,41.6,6.4,6.6,0.764,0,1441,0.6712,1,Tree Fall & Rock Obstruction,2.8
NH-715,Assam,17.37,171.8,Fractured Shale,6.03,45.28,27.8,7.1,6.4,0.711,1,1695,0.01,0,None,0.0
NH-208,Tripura,19.84,308.6,Sandstone-Siltstone,1.63,5.3,11.5,10.0,7.0,0.269,1,1188,0.01,0,None,0.0
NH-208,Tripura,24.54,50.0,Fractured Shale,136.03,435.86,95.6,5.7,1.0,0.181,0,1020,0.99,1,Tree Fall & Rock Obstruction,2.6
NH-29,Nagaland,38.31,2327.3,Gneiss-Schist,2.19,12.57,5.0,5.9,4.7,0.451,6,760,0.271,1,Road Subsidence & Edge Collapse,19.2
NH-715,Assam,21.2,299.3,Sandstone-Siltstone,50.97,167.09,35.1,6.7,4.0,0.298,2,1389,0.4673,1,Tree Fall & Rock Obstruction,1.4
NH-27,Assam,9.55,50.0,Alluvial Silt,6.43,45.69,17.2,3.5,6.8,0.605,0,1461,0.01,0,None,0.0
NH-715,Assam,8.0,50.0,Alluvial Silt,1.04,17.9,9.5,3.6,5.1,0.151,0,919,0.01,0,None,0.0
NH-13,Arunachal Pradesh,43.51,2227.5,Fractured Shale,83.84,253.6,62.8,5.4,1.4,0.081,4,742,0.99,1,Major Landslide / Rockfall,27.9
NH-29,Nagaland,45.69,1135.2,Limestone Karst,156.88,387.09,98.1,2.7,6.8,0.708,1,585,0.99,1,Major Landslide / Rockfall,6.3
NH-27,Assam,8.0,614.7,Limestone Karst,7.04,20.65,15.5,6.7,3.6,0.45,1,1629,0.0153,0,None,0.0
NH-13,Arunachal Pradesh,60.47,2329.4,Gneiss-Schist,90.71,212.26,68.8,6.3,5.9,0.338,4,1528,0.99,1,Major Landslide / Rockfall,22.4
NH-13,Arunachal Pradesh,57.73,2173.6,Alluvial Silt,3.95,46.18,33.9,4.0,3.3,0.292,2,1812,0.798,1,Tree Fall & Rock Obstruction,6.8
NH-6,Meghalaya,46.67,1713.8,Fractured Shale,82.66,192.53,43.7,3.3,3.0,0.061,4,368,0.99,1,Major Landslide / Rockfall,25.4
NH-29,Nagaland,42.81,1283.5,Limestone Karst,8.24,21.14,17.7,2.9,4.5,0.283,5,1573,0.4405,1,Road Subsidence & Edge Collapse,23.5
NH-13,Arunachal Pradesh,51.68,1853.2,Sandstone-Siltstone,64.58,218.67,73.4,7.8,4.2,0.435,3,1586,0.99,1,Major Landslide / Rockfall,18.3
NH-102,Manipur,24.24,911.0,Alluvial Silt,6.77,48.38,28.5,3.2,7.3,0.644,1,491,0.0571,0,None,0.0
NH-208,Tripura,24.47,158.3,Sandstone-Siltstone,74.35,245.69,50.6,5.1,1.0,0.15,0,1063,0.9181,1,Tree Fall & Rock Obstruction,6.0
NH-13,Arunachal Pradesh,52.47,2359.2,Gneiss-Schist,89.42,255.41,69.1,4.5,5.5,0.393,6,1565,0.99,1,Major Landslide / Rockfall,13.1
NH-27,Assam,15.69,50.0,Sandstone-Siltstone,66.36,213.55,52.0,6.4,5.3,0.125,2,982,0.548,0,None,0.0
NH-6,Meghalaya,48.97,1263.1,Sandstone-Siltstone,61.51,120.73,38.6,7.8,6.9,0.543,5,1026,0.9867,1,Major Landslide / Rockfall,16.8
NH-10,Sikkim,41.06,275.0,Alluvial Silt,21.53,100.06,46.4,4.8,7.4,0.595,4,948,0.7493,0,None,0.0
NH-208,Tripura,17.18,50.0,Gneiss-Schist,122.72,356.08,81.9,9.7,3.5,0.621,1,1120,0.99,1,Flash Flood & Highway Waterlogging,11.0
NH-6,Meghalaya,40.12,1614.6,Alluvial Silt,44.89,121.98,37.9,6.0,5.8,0.864,5,1222,0.9264,0,None,0.0
NH-10,Sikkim,38.92,1488.3,Sandstone-Siltstone,13.75,55.45,23.4,5.6,4.8,0.069,3,1874,0.2588,0,None,0.0
NH-29,Nagaland,40.78,1157.4,Alluvial Silt,76.91,240.7,63.3,4.5,2.5,0.305,2,1386,0.9884,1,Major Landslide / Rockfall,27.7
NH-29,Nagaland,45.2,1402.6,Gneiss-Schist,10.97,31.27,8.1,5.9,3.3,0.129,2,458,0.3076,0,None,0.0
NH-13,Arunachal Pradesh,47.88,2207.7,Fractured Shale,28.75,99.24,23.5,7.9,5.5,0.098,2,1288,0.7846,1,Tree Fall & Rock Obstruction,4.2
NH-102,Manipur,40.51,1273.4,Gneiss-Schist,38.17,122.87,47.8,9.8,6.4,0.878,0,1209,0.8223,1,Tree Fall & Rock Obstruction,0.7
NH-29,Nagaland,32.18,1958.7,Fractured Shale,46.13,130.67,66.4,6.4,3.2,0.274,0,1532,0.7458,0,None,0.0
NH-715,Assam,22.3,140.9,Alluvial Silt,32.1,87.97,35.1,3.9,2.5,0.614,0,1268,0.2077,1,Tree Fall & Rock Obstruction,12.7
NH-13,Arunachal Pradesh,54.3,2121.8,Fractured Shale,3.85,20.79,33.5,5.7,5.8,0.294,5,1062,0.8236,1,Road Subsidence & Edge Collapse,24.3
NH-208,Tripura,14.3,50.0,Sandstone-Siltstone,71.96,238.62,51.5,1.0,3.4,0.569,1,1021,0.7853,0,None,0.0
NH-6,Meghalaya,31.99,1432.4,Gneiss-Schist,8.5,20.58,22.7,7.8,2.7,0.198,0,966,0.0549,0,None,0.0
NH-29,Nagaland,28.48,2122.5,Gneiss-Schist,5.52,45.54,5.0,6.7,3.5,0.292,0,1737,0.0329,0,None,0.0
NH-715,Assam,9.83,482.1,Gneiss-Schist,69.27,185.09,47.0,6.7,7.9,0.392,1,1444,0.2063,0,None,0.0
NH-6,Meghalaya,44.81,1452.5,Alluvial Silt,136.83,326.26,81.9,3.8,7.6,0.099,3,1002,0.99,1,Major Landslide / Rockfall,17.3
NH-6,Meghalaya,37.64,1491.0,Sandstone-Siltstone,32.69,132.61,31.7,2.4,7.1,0.465,3,1267,0.7321,0,None,0.0
NH-102,Manipur,39.56,743.4,Sandstone-Siltstone,59.03,152.61,39.3,4.6,8.5,0.137,3,1124,0.8682,1,Tree Fall & Rock Obstruction,4.2
NH-29,Nagaland,37.97,1392.9,Fractured Shale,1.79,36.2,32.1,4.3,5.7,0.361,3,1666,0.1563,0,None,0.0
NH-6,Meghalaya,42.6,1444.3,Sandstone-Siltstone,40.86,121.97,26.5,5.0,5.4,0.329,5,503,0.9178,1,Road Subsidence & Edge Collapse,21.6
NH-102,Manipur,27.34,995.2,Fractured Shale,15.68,59.82,31.2,7.7,2.6,0.141,1,1004,0.0466,0,None,0.0
NH-102,Manipur,25.72,1253.2,Gneiss-Schist,42.89,161.47,23.7,6.9,4.5,0.197,1,653,0.3601,1,Tree Fall & Rock Obstruction,4.0
NH-29,Nagaland,41.3,1788.6,Fractured Shale,8.17,50.48,35.8,10.0,6.2,0.234,4,1071,0.3825,1,Road Subsidence & Edge Collapse,14.5
NH-102,Manipur,27.68,1106.2,Alluvial Silt,85.46,231.92,53.6,3.7,4.3,0.717,0,692,0.936,1,Tree Fall & Rock Obstruction,2.0
NH-29,Nagaland,31.97,1200.3,Fractured Shale,0.26,2.38,16.0,6.5,3.4,0.66,0,2182,0.0197,0,None,0.0
NH-715,Assam,13.81,50.0,Fractured Shale,89.13,228.22,61.0,6.2,6.4,0.406,1,1376,0.7782,1,Tree Fall & Rock Obstruction,1.9
NH-29,Nagaland,42.69,1233.6,Sandstone-Siltstone,4.28,21.99,5.0,8.1,4.4,0.05,3,1605,0.1539,0,None,0.0
NH-10,Sikkim,53.24,1270.7,Fractured Shale,150.99,357.37,65.2,9.2,5.3,0.223,4,1126,0.99,1,Major Landslide / Rockfall,15.5
NH-6,Meghalaya,44.09,792.1,Fractured Shale,4.02,20.79,18.9,1.5,6.0,0.303,5,1022,0.344,0,None,0.0
NH-715,Assam,22.93,93.1,Gneiss-Schist,138.04,428.83,81.2,7.1,1.0,0.142,0,2140,0.99,1,Tree Fall & Rock Obstruction,3.1
NH-27,Assam,16.68,502.6,Sandstone-Siltstone,4.67,29.32,6.5,9.3,6.5,0.32,0,1359,0.01,0,None,0.0
NH-29,Nagaland,44.16,1700.0,Fractured Shale,164.07,551.95,99.0,4.8,2.9,0.081,7,1649,0.99,1,Major Landslide / Rockfall,9.0
NH-6,Meghalaya,30.01,1294.8,Fractured Shale,45.7,132.35,30.3,6.6,5.5,0.231,0,1519,0.3104,0,None,0.0
NH-208,Tripura,18.97,50.0,Sandstone-Siltstone,71.28,146.33,40.3,6.4,4.3,0.286,1,1361,0.4094,0,None,0.0
NH-102,Manipur,35.88,1191.7,Gneiss-Schist,0.3,19.58,11.8,2.2,2.6,0.73,4,823,0.2806,0,None,0.0
NH-13,Arunachal Pradesh,59.47,2291.8,Sandstone-Siltstone,42.91,135.84,34.9,7.6,6.0,0.537,2,464,0.99,1,Tree Fall & Rock Obstruction,2.6
NH-29,Nagaland,46.46,1426.1,Fractured Shale,99.64,306.25,72.5,8.9,2.2,0.872,5,1502,0.99,1,Major Landslide / Rockfall,9.9
NH-102,Manipur,40.06,773.3,Sandstone-Siltstone,34.89,100.77,23.4,8.7,5.9,0.506,3,1104,0.7361,1,Tree Fall & Rock Obstruction,3.4
NH-102,Manipur,25.29,972.9,Limestone Karst,15.38,64.43,29.5,6.1,5.1,0.745,0,1793,0.1522,0,None,0.0
NH-102,Manipur,29.88,859.1,Sandstone-Siltstone,66.2,183.35,39.1,7.3,1.0,0.835,2,100,0.966,1,Tree Fall & Rock Obstruction,3.3
NH-102,Manipur,34.79,1185.3,Fractured Shale,21.02,77.12,29.6,9.9,5.3,0.052,0,431,0.0878,1,Tree Fall & Rock Obstruction,1.0
NH-102,Manipur,39.55,1322.4,Sandstone-Siltstone,2.48,41.12,21.1,5.6,5.9,0.566,2,732,0.2092,0,None,0.0
NH-29,Nagaland,41.06,1089.8,Alluvial Silt,89.16,232.35,40.6,3.7,2.7,0.4,2,1682,0.9877,1,Major Landslide / Rockfall,13.3
NH-208,Tripura,17.46,50.0,Fractured Shale,130.63,373.17,81.5,6.3,2.8,0.43,0,1110,0.99,1,Flash Flood & Highway Waterlogging,7.1
NH-27,Assam,16.47,484.4,Sandstone-Siltstone,10.08,34.63,17.2,4.7,5.0,0.084,2,1122,0.01,0,None,0.0
NH-10,Sikkim,37.68,1249.7,Alluvial Silt,0.95,9.17,20.2,7.2,8.5,0.411,6,1509,0.2079,0,None,0.0
NH-102,Manipur,42.45,610.5,Fractured Shale,171.77,419.66,78.3,10.0,2.1,0.254,2,1248,0.99,1,Major Landslide / Rockfall,12.3
NH-102,Manipur,26.29,1245.0,Alluvial Silt,144.6,495.66,99.0,8.0,8.6,0.637,0,606,0.99,1,Mudslide & Debris Flow,1.5
NH-10,Sikkim,32.53,1302.5,Sandstone-Siltstone,23.77,86.04,24.5,7.0,4.2,0.264,0,914,0.1664,0,None,0.0
NH-208,Tripura,18.07,781.0,Sandstone-Siltstone,53.96,182.2,53.6,7.5,6.9,0.544,2,1021,0.5062,1,Tree Fall & Rock Obstruction,0.6
NH-715,Assam,26.04,50.0,Limestone Karst,6.01,28.34,38.5,4.2,5.1,0.566,1,801,0.1092,0,None,0.0
NH-208,Tripura,21.81,452.6,Fractured Shale,3.7,25.65,5.0,6.5,5.0,0.348,0,882,0.01,0,None,0.0
NH-715,Assam,19.88,50.0,Gneiss-Schist,4.59,33.18,10.0,4.0,2.5,0.395,1,1358,0.0171,0,None,0.0
NH-29,Nagaland,42.27,1918.8,Alluvial Silt,2.75,8.15,8.8,4.3,8.1,0.52,3,1392,0.183,0,None,0.0
NH-6,Meghalaya,37.01,1683.2,Sandstone-Siltstone,8.97,55.19,25.9,6.2,1.3,0.159,2,902,0.2778,0,None,0.0
NH-13,Arunachal Pradesh,39.96,2681.3,Fractured Shale,8.25,59.07,27.2,2.5,3.1,0.323,7,1464,0.7632,1,Road Subsidence & Edge Collapse,22.7
NH-13,Arunachal Pradesh,35.31,2533.2,Sandstone-Siltstone,1.8,44.33,16.1,2.0,5.8,0.535,5,819,0.2402,1,Road Subsidence & Edge Collapse,19.9
NH-6,Meghalaya,39.28,1370.3,Fractured Shale,46.65,135.5,48.3,10.0,9.4,0.605,7,589,0.9776,1,Road Subsidence & Edge Collapse,26.6
NH-29,Nagaland,50.53,1148.7,Sandstone-Siltstone,34.35,78.47,37.5,6.1,5.4,0.201,7,1777,0.9637,1,Road Subsidence & Edge Collapse,18.4
NH-13,Arunachal Pradesh,52.24,2019.4,Gneiss-Schist,0.88,28.99,31.7,6.9,7.6,0.313,4,724,0.585,1,Road Subsidence & Edge Collapse,4.8
NH-208,Tripura,22.05,50.0,Sandstone-Siltstone,9.46,30.12,28.5,7.8,5.5,0.535,0,2113,0.0147,0,None,0.0
NH-10,Sikkim,55.29,923.7,Gneiss-Schist,5.81,23.91,31.7,6.5,4.8,0.403,7,1779,0.9046,1,Road Subsidence & Edge Collapse,12.8
NH-6,Meghalaya,40.14,1527.8,Fractured Shale,28.13,77.07,22.3,7.4,8.0,0.421,4,1069,0.5591,0,None,0.0
NH-208,Tripura,17.2,105.7,Fractured Shale,0.49,26.74,12.7,6.6,3.1,0.277,1,339,0.01,0,None,0.0
NH-27,Assam,8.0,50.0,Alluvial Silt,12.94,55.63,14.2,8.2,1.0,0.242,2,685,0.0178,0,None,0.0
NH-29,Nagaland,55.14,1262.1,Fractured Shale,107.43,346.06,81.4,7.4,5.9,0.518,5,1540,0.99,1,Major Landslide / Rockfall,28.1
NH-6,Meghalaya,41.42,868.3,Fractured Shale,0.37,30.44,22.6,7.4,7.9,0.29,1,1208,0.0552,0,None,0.0
NH-13,Arunachal Pradesh,43.87,2254.6,Alluvial Silt,51.44,154.3,50.1,7.3,6.2,0.257,4,1013,0.937,1,Road Subsidence & Edge Collapse,21.8
NH-29,Nagaland,34.39,1613.7,Sandstone-Siltstone,2.4,34.8,17.6,3.5,4.9,0.605,1,1053,0.0907,0,None,0.0
NH-10,Sikkim,53.14,902.5,Gneiss-Schist,6.59,15.81,31.6,5.4,2.6,0.438,6,1052,0.8811,1,Road Subsidence & Edge Collapse,25.6
NH-29,Nagaland,35.26,1340.0,Fractured Shale,2.21,11.76,19.8,5.1,5.9,0.78,7,992,0.3194,0,None,0.0
NH-29,Nagaland,54.05,1962.6,Fractured Shale,12.67,48.27,19.5,7.7,5.6,0.165,2,1809,0.6747,1,Tree Fall & Rock Obstruction,5.4
NH-10,Sikkim,27.08,1547.8,Sandstone-Siltstone,2.18,24.12,19.5,8.1,8.6,0.559,1,1417,0.0142,0,None,0.0
NH-102,Manipur,41.25,504.7,Gneiss-Schist,4.8,27.68,36.0,7.2,5.2,0.54,5,1474,0.5198,0,None,0.0
NH-10,Sikkim,48.16,1174.6,Limestone Karst,4.39,35.74,21.1,3.7,1.0,0.492,3,1143,0.6541,1,Tree Fall & Rock Obstruction,3.4
NH-208,Tripura,18.77,556.5,Sandstone-Siltstone,14.81,50.75,24.9,5.7,3.1,0.405,0,1095,0.0175,0,None,0.0
NH-29,Nagaland,40.86,1435.1,Fractured Shale,3.95,24.8,23.0,4.2,10.0,0.686,4,739,0.1788,0,None,0.0
NH-715,Assam,27.29,50.0,Sandstone-Siltstone,4.2,9.16,22.0,7.5,3.6,0.694,0,1700,0.0289,0,None,0.0
NH-10,Sikkim,49.6,1527.8,Fractured Shale,66.33,205.11,54.2,8.5,3.6,0.718,4,873,0.99,1,Major Landslide / Rockfall,11.0
NH-102,Manipur,26.13,1246.1,Fractured Shale,17.3,69.07,33.3,4.6,1.1,0.548,2,883,0.185,0,None,0.0
NH-208,Tripura,8.0,400.6,Sandstone-Siltstone,3.74,28.15,24.8,6.6,5.0,0.197,0,1271,0.01,0,None,0.0
NH-715,Assam,16.15,50.0,Fractured Shale,61.14,196.14,53.1,7.5,5.0,0.167,2,1859,0.4838,0,None,0.0
NH-715,Assam,14.99,293.9,Fractured Shale,6.98,44.52,40.5,5.7,3.9,0.309,0,1015,0.01,0,None,0.0
NH-6,Meghalaya,28.12,1848.4,Limestone Karst,71.29,258.31,53.5,6.8,4.3,0.292,0,1483,0.8603,1,Tree Fall & Rock Obstruction,2.5
NH-10,Sikkim,44.64,1185.0,Sandstone-Siltstone,9.18,27.87,24.2,7.7,5.9,0.503,5,1203,0.5699,1,Road Subsidence & Edge Collapse,16.5
NH-10,Sikkim,41.27,1079.0,Fractured Shale,4.14,12.34,14.7,5.0,4.8,0.158,0,737,0.0382,0,None,0.0
NH-29,Nagaland,42.06,1869.0,Fractured Shale,10.53,34.34,12.2,6.2,1.1,0.368,2,1004,0.3657,1,Tree Fall & Rock Obstruction,1.0
NH-208,Tripura,22.72,733.6,Alluvial Silt,92.36,196.23,47.4,5.8,5.2,0.344,0,1787,0.7571,0,None,0.0
NH-6,Meghalaya,47.7,2034.5,Alluvial Silt,10.74,44.27,12.7,9.4,4.5,0.382,5,1266,0.6628,0,None,0.0
NH-27,Assam,17.91,50.0,Gneiss-Schist,9.42,50.32,25.1,3.5,5.7,0.59,0,1969,0.0159,0,None,0.0
NH-27,Assam,8.0,50.0,Sandstone-Siltstone,69.03,154.67,44.2,4.1,7.7,0.208,1,1447,0.0727,0,None,0.0
NH-13,Arunachal Pradesh,52.4,1891.3,Gneiss-Schist,26.83,120.19,39.6,7.2,6.0,0.784,3,376,0.9647,1,Tree Fall & Rock Obstruction,10.5
NH-10,Sikkim,45.41,1235.4,Alluvial Silt,59.25,187.37,46.6,3.8,7.9,0.234,5,1423,0.9677,1,Road Subsidence & Edge Collapse,13.3
NH-10,Sikkim,36.34,877.8,Fractured Shale,36.63,116.06,35.9,5.5,8.7,0.63,4,1429,0.7796,1,Road Subsidence & Edge Collapse,32.0
NH-6,Meghalaya,40.59,1242.0,Alluvial Silt,1.44,30.7,12.7,5.0,5.6,0.38,2,1216,0.1946,0,None,0.0
NH-102,Manipur,44.07,1160.3,Alluvial Silt,78.24,239.92,52.9,9.7,5.6,0.785,4,927,0.99,1,Major Landslide / Rockfall,18.2
NH-27,Assam,12.21,197.0,Sandstone-Siltstone,158.93,509.12,95.9,7.2,5.9,0.338,2,789,0.99,1,Flash Flood & Highway Waterlogging,5.3
NH-13,Arunachal Pradesh,39.64,1656.8,Fractured Shale,67.08,164.18,32.5,4.0,3.1,0.556,6,1696,0.99,1,Major Landslide / Rockfall,12.7
NH-6,Meghalaya,38.2,1871.1,Sandstone-Siltstone,12.78,44.53,5.0,8.1,3.5,0.157,3,967,0.2011,0,None,0.0
NH-10,Sikkim,37.11,873.9,Fractured Shale,2.74,44.26,33.8,8.0,4.4,0.699,3,770,0.3326,1,Tree Fall & Rock Obstruction,0.9
NH-27,Assam,17.61,50.0,Fractured Shale,9.77,32.51,33.5,4.7,1.0,0.116,0,1859,0.01,0,None,0.0
NH-208,Tripura,21.41,50.0,Limestone Karst,196.13,606.81,99.0,5.6,1.0,0.383,1,1807,0.99,1,Tree Fall & Rock Obstruction,4.4
NH-13,Arunachal Pradesh,48.89,2001.6,Sandstone-Siltstone,8.9,43.79,25.3,8.8,3.6,0.207,5,1567,0.7548,0,None,0.0
NH-29,Nagaland,39.85,1231.0,Sandstone-Siltstone,27.33,93.56,20.4,6.2,3.2,0.255,4,1175,0.7238,1,Road Subsidence & Edge Collapse,8.5
NH-27,Assam,10.62,50.0,Fractured Shale,3.44,30.63,15.2,1.0,6.4,0.394,2,1516,0.01,0,None,0.0
NH-13,Arunachal Pradesh,50.05,1460.7,Sandstone-Siltstone,5.36,38.57,20.0,2.1,1.0,0.711,4,947,0.8725,1,Road Subsidence & Edge Collapse,23.6
NH-6,Meghalaya,32.98,1439.0,Gneiss-Schist,98.47,305.14,63.7,1.0,4.8,0.267,0,907,0.99,1,Tree Fall & Rock Obstruction,4.7
